Date,state,vehicle_category,electric_vehicles_sold,total_vehicles_sold,Penetration Rate
01-08-2021,Meghalaya,2-Wheelers,0,1041,0
01-08-2021,Meghalaya,4-Wheelers,0,826,0
01-08-2021,Mizoram,2-Wheelers,0,1057,0
01-08-2021,Mizoram,4-Wheelers,0,240,0
01-08-2021,Nagaland,2-Wheelers,0,577,0
01-08-2021,Nagaland,4-Wheelers,0,763,0
01-08-2021,Tripura,2-Wheelers,0,2462,0
01-08-2021,Tripura,4-Wheelers,0,462,0
01-09-2021,Andaman & Nicobar Island,2-Wheelers,0,329,0
01-09-2021,Andaman & Nicobar Island,4-Wheelers,0,87,0
01-09-2021,Arunachal Pradesh,2-Wheelers,0,1260,0
01-09-2021,Arunachal Pradesh,4-Wheelers,0,637,0
01-09-2021,Assam,4-Wheelers,0,6036,0
01-09-2021,DNH and DD,4-Wheelers,0,348,0
01-09-2021,Ladakh,2-Wheelers,0,26,0
01-09-2021,Ladakh,4-Wheelers,0,444,0
01-09-2021,Manipur,2-Wheelers,0,3492,0
01-09-2021,Manipur,4-Wheelers,0,1202,0
01-09-2021,Meghalaya,2-Wheelers,0,1396,0
01-09-2021,Meghalaya,4-Wheelers,0,905,0
01-09-2021,Mizoram,2-Wheelers,0,1465,0
01-09-2021,Mizoram,4-Wheelers,0,264,0
01-09-2021,Nagaland,4-Wheelers,0,681,0
01-09-2021,Tripura,2-Wheelers,0,2736,0
01-09-2021,Tripura,4-Wheelers,0,403,0
01-10-2021,Andaman & Nicobar Island,2-Wheelers,0,360,0
01-10-2021,Arunachal Pradesh,2-Wheelers,0,1109,0
01-10-2021,Arunachal Pradesh,4-Wheelers,0,570,0
01-10-2021,Assam,4-Wheelers,0,5877,0
01-10-2021,Ladakh,4-Wheelers,0,289,0
01-10-2021,Manipur,4-Wheelers,0,916,0
01-10-2021,Meghalaya,2-Wheelers,0,1414,0
01-10-2021,Meghalaya,4-Wheelers,0,722,0
01-10-2021,Mizoram,2-Wheelers,0,1886,0
01-10-2021,Mizoram,4-Wheelers,0,283,0
01-10-2021,Nagaland,2-Wheelers,0,650,0
01-10-2021,Nagaland,4-Wheelers,0,567,0
01-10-2021,Puducherry,4-Wheelers,0,609,0
01-10-2021,Tripura,2-Wheelers,0,3015,0
01-10-2021,Tripura,4-Wheelers,0,366,0
01-11-2021,Andaman & Nicobar Island,2-Wheelers,0,413,0
01-11-2021,Andaman & Nicobar Island,4-Wheelers,0,125,0
01-11-2021,Arunachal Pradesh,2-Wheelers,0,1262,0
01-11-2021,Arunachal Pradesh,4-Wheelers,0,646,0
01-11-2021,Assam,4-Wheelers,0,5618,0
01-11-2021,DNH and DD,4-Wheelers,0,330,0
01-11-2021,Himachal Pradesh,4-Wheelers,0,4496,0
01-11-2021,Jammu and Kashmir,4-Wheelers,0,4709,0
01-11-2021,Ladakh,2-Wheelers,0,28,0
01-11-2021,Ladakh,4-Wheelers,0,287,0
01-11-2021,Manipur,4-Wheelers,0,875,0
01-11-2021,Meghalaya,2-Wheelers,0,1442,0
01-11-2021,Meghalaya,4-Wheelers,0,806,0
01-11-2021,Mizoram,2-Wheelers,0,1820,0
01-11-2021,Mizoram,4-Wheelers,0,328,0
01-11-2021,Nagaland,2-Wheelers,0,592,0
01-11-2021,Nagaland,4-Wheelers,0,692,0
01-11-2021,Tripura,2-Wheelers,0,3843,0
01-11-2021,Tripura,4-Wheelers,0,326,0
01-12-2021,Andaman & Nicobar Island,2-Wheelers,0,376,0
01-12-2021,Arunachal Pradesh,2-Wheelers,0,1036,0
01-12-2021,Arunachal Pradesh,4-Wheelers,0,709,0
01-12-2021,Jammu and Kashmir,4-Wheelers,0,5306,0
01-12-2021,Ladakh,2-Wheelers,0,15,0
01-12-2021,Ladakh,4-Wheelers,0,167,0
01-12-2021,Manipur,4-Wheelers,0,849,0
01-12-2021,Meghalaya,2-Wheelers,0,1101,0
01-12-2021,Meghalaya,4-Wheelers,0,888,0
01-12-2021,Mizoram,2-Wheelers,0,1740,0
01-12-2021,Mizoram,4-Wheelers,0,376,0
01-12-2021,Nagaland,2-Wheelers,0,353,0
01-12-2021,Nagaland,4-Wheelers,0,540,0
01-12-2021,Tripura,4-Wheelers,0,352,0
01-01-2022,Andaman & Nicobar Island,2-Wheelers,0,336,0
01-01-2022,Andaman & Nicobar Island,4-Wheelers,0,90,0
01-01-2022,Arunachal Pradesh,2-Wheelers,0,950,0
01-01-2022,Arunachal Pradesh,4-Wheelers,0,766,0
01-01-2022,Assam,4-Wheelers,0,5550,0
01-01-2022,DNH and DD,4-Wheelers,0,358,0
01-01-2022,Jammu and Kashmir,4-Wheelers,0,3963,0
01-01-2022,Ladakh,4-Wheelers,0,150,0
01-01-2022,Manipur,4-Wheelers,0,687,0
01-01-2022,Meghalaya,2-Wheelers,0,1112,0
01-01-2022,Meghalaya,4-Wheelers,0,1063,0
01-01-2022,Mizoram,2-Wheelers,0,1387,0
01-01-2022,Mizoram,4-Wheelers,0,311,0
01-01-2022,Nagaland,2-Wheelers,0,410,0
01-01-2022,Nagaland,4-Wheelers,0,722,0
01-01-2022,Puducherry,4-Wheelers,0,758,0
01-01-2022,Tripura,4-Wheelers,0,394,0
01-02-2022,Andaman & Nicobar Island,2-Wheelers,0,388,0
01-02-2022,Andaman & Nicobar Island,4-Wheelers,0,112,0
01-02-2022,Arunachal Pradesh,2-Wheelers,0,858,0
01-02-2022,Arunachal Pradesh,4-Wheelers,0,671,0
01-02-2022,Ladakh,2-Wheelers,0,15,0
01-02-2022,Ladakh,4-Wheelers,0,44,0
01-02-2022,Manipur,4-Wheelers,0,834,0
01-02-2022,Meghalaya,2-Wheelers,0,1145,0
01-02-2022,Mizoram,2-Wheelers,0,1599,0
01-02-2022,Mizoram,4-Wheelers,0,354,0
01-02-2022,Nagaland,2-Wheelers,0,504,0
01-02-2022,Nagaland,4-Wheelers,0,773,0
01-02-2022,Puducherry,4-Wheelers,0,622,0
01-02-2022,Tripura,4-Wheelers,0,340,0
01-03-2022,Andaman & Nicobar Island,2-Wheelers,0,383,0
01-03-2022,Arunachal Pradesh,2-Wheelers,0,1111,0
01-03-2022,Arunachal Pradesh,4-Wheelers,0,679,0
01-03-2022,Ladakh,2-Wheelers,0,49,0
01-03-2022,Ladakh,4-Wheelers,0,49,0
01-03-2022,Manipur,4-Wheelers,0,717,0
01-03-2022,Meghalaya,2-Wheelers,0,1687,0
01-03-2022,Meghalaya,4-Wheelers,0,1104,0
01-03-2022,Mizoram,2-Wheelers,0,1848,0
01-03-2022,Mizoram,4-Wheelers,0,413,0
01-03-2022,Nagaland,2-Wheelers,0,541,0
01-03-2022,Nagaland,4-Wheelers,0,632,0
01-03-2022,Tripura,4-Wheelers,0,484,0
01-04-2022,Andaman & Nicobar Island,2-Wheelers,0,407,0
01-04-2022,Arunachal Pradesh,2-Wheelers,0,1063,0
01-04-2022,Arunachal Pradesh,4-Wheelers,0,824,0
01-04-2022,Ladakh,2-Wheelers,0,351,0
01-04-2022,Ladakh,4-Wheelers,0,105,0
01-04-2022,Mizoram,2-Wheelers,0,1530,0
01-04-2022,Mizoram,4-Wheelers,0,323,0
01-04-2022,Nagaland,4-Wheelers,0,723,0
01-04-2022,Tripura,4-Wheelers,0,448,0
01-05-2022,Andaman & Nicobar Island,2-Wheelers,0,358,0
01-05-2022,Andaman & Nicobar Island,4-Wheelers,0,110,0
01-05-2022,Arunachal Pradesh,2-Wheelers,0,1241,0
01-05-2022,Arunachal Pradesh,4-Wheelers,0,965,0
01-05-2022,Ladakh,2-Wheelers,0,419,0
01-05-2022,Ladakh,4-Wheelers,0,322,0
01-05-2022,Manipur,4-Wheelers,0,644,0
01-05-2022,Meghalaya,2-Wheelers,0,1780,0
01-05-2022,Mizoram,4-Wheelers,0,397,0
01-05-2022,Nagaland,4-Wheelers,0,630,0
01-05-2022,Tripura,4-Wheelers,0,359,0
01-06-2022,Andaman & Nicobar Island,2-Wheelers,0,423,0
01-06-2022,Andaman & Nicobar Island,4-Wheelers,0,115,0
01-06-2022,Arunachal Pradesh,2-Wheelers,0,1253,0
01-06-2022,Arunachal Pradesh,4-Wheelers,0,1021,0
01-06-2022,Ladakh,4-Wheelers,0,310,0
01-06-2022,Manipur,4-Wheelers,0,1029,0
01-06-2022,Mizoram,4-Wheelers,0,373,0
01-06-2022,Nagaland,2-Wheelers,0,594,0
01-06-2022,Nagaland,4-Wheelers,0,735,0
01-06-2022,Tripura,4-Wheelers,0,354,0
01-07-2022,Andaman & Nicobar Island,2-Wheelers,0,385,0
01-07-2022,Andaman & Nicobar Island,4-Wheelers,0,127,0
01-07-2022,Arunachal Pradesh,2-Wheelers,0,1181,0
01-07-2022,DNH and DD,4-Wheelers,0,344,0
01-07-2022,Ladakh,2-Wheelers,0,314,0
01-07-2022,Manipur,4-Wheelers,0,775,0
01-07-2022,Mizoram,4-Wheelers,0,319,0
01-07-2022,Nagaland,2-Wheelers,0,505,0
01-07-2022,Nagaland,4-Wheelers,0,591,0
01-07-2022,Tripura,4-Wheelers,0,402,0
01-08-2022,Andaman & Nicobar Island,2-Wheelers,0,398,0
01-08-2022,Andaman & Nicobar Island,4-Wheelers,0,154,0
01-08-2022,Arunachal Pradesh,2-Wheelers,0,1244,0
01-08-2022,Arunachal Pradesh,4-Wheelers,0,866,0
01-08-2022,Ladakh,2-Wheelers,0,222,0
01-08-2022,Manipur,4-Wheelers,0,623,0
01-08-2022,Meghalaya,4-Wheelers,0,1120,0
01-08-2022,Mizoram,4-Wheelers,0,408,0
01-08-2022,Nagaland,2-Wheelers,0,554,0
01-08-2022,Nagaland,4-Wheelers,0,844,0
01-08-2022,Tripura,4-Wheelers,0,403,0
01-09-2022,Andaman & Nicobar Island,2-Wheelers,0,484,0
01-09-2022,Andaman & Nicobar Island,4-Wheelers,0,128,0
01-09-2022,Arunachal Pradesh,2-Wheelers,0,1068,0
01-09-2022,Arunachal Pradesh,4-Wheelers,0,931,0
01-09-2022,Ladakh,2-Wheelers,0,30,0
01-09-2022,Ladakh,4-Wheelers,0,189,0
01-09-2022,Manipur,4-Wheelers,0,820,0
01-09-2022,Mizoram,4-Wheelers,0,379,0
01-09-2022,Nagaland,2-Wheelers,0,589,0
01-09-2022,Nagaland,4-Wheelers,0,780,0
01-09-2022,Tripura,4-Wheelers,0,465,0
01-10-2022,Andaman & Nicobar Island,2-Wheelers,0,409,0
01-10-2022,Andaman & Nicobar Island,4-Wheelers,0,144,0
01-10-2022,Arunachal Pradesh,2-Wheelers,0,850,0
01-10-2022,Arunachal Pradesh,4-Wheelers,0,741,0
01-10-2022,Ladakh,2-Wheelers,0,27,0
01-10-2022,Ladakh,4-Wheelers,0,264,0
01-10-2022,Manipur,4-Wheelers,0,596,0
01-10-2022,Mizoram,4-Wheelers,0,362,0
01-10-2022,Nagaland,2-Wheelers,0,374,0
01-10-2022,Nagaland,4-Wheelers,0,690,0
01-10-2022,Tripura,4-Wheelers,0,416,0
01-11-2022,Arunachal Pradesh,2-Wheelers,0,1251,0
01-11-2022,Arunachal Pradesh,4-Wheelers,0,971,0
01-11-2022,Jammu and Kashmir,4-Wheelers,0,4102,0
01-11-2022,Ladakh,2-Wheelers,0,23,0
01-11-2022,Ladakh,4-Wheelers,0,244,0
01-11-2022,Manipur,4-Wheelers,0,1569,0
01-11-2022,Meghalaya,4-Wheelers,0,1158,0
01-11-2022,Mizoram,4-Wheelers,0,378,0
01-11-2022,Nagaland,2-Wheelers,0,447,0
01-11-2022,Nagaland,4-Wheelers,0,724,0
01-11-2022,Punjab,4-Wheelers,0,8875,0
01-11-2022,Tripura,4-Wheelers,0,410,0
01-12-2022,Arunachal Pradesh,4-Wheelers,0,865,0
01-12-2022,Ladakh,2-Wheelers,0,16,0
01-12-2022,Ladakh,4-Wheelers,0,144,0
01-12-2022,Manipur,4-Wheelers,0,1478,0
01-12-2022,Meghalaya,4-Wheelers,0,1150,0
01-12-2022,Mizoram,4-Wheelers,0,445,0
01-12-2022,Nagaland,2-Wheelers,0,369,0
01-12-2022,Nagaland,4-Wheelers,0,490,0
01-12-2022,Tripura,4-Wheelers,0,385,0
01-01-2023,Andaman & Nicobar Island,2-Wheelers,0,373,0
01-01-2023,Andaman & Nicobar Island,4-Wheelers,0,153,0
01-01-2023,Arunachal Pradesh,2-Wheelers,0,718,0
01-01-2023,Arunachal Pradesh,4-Wheelers,0,966,0
01-01-2023,Ladakh,4-Wheelers,0,92,0
01-01-2023,Mizoram,4-Wheelers,0,476,0
01-01-2023,Nagaland,2-Wheelers,0,432,0
01-01-2023,Nagaland,4-Wheelers,0,545,0
01-01-2023,Punjab,4-Wheelers,0,11608,0
01-01-2023,Tripura,4-Wheelers,0,399,0
01-02-2023,Andaman & Nicobar Island,2-Wheelers,0,346,0
01-02-2023,Andaman & Nicobar Island,4-Wheelers,0,148,0
01-02-2023,Arunachal Pradesh,2-Wheelers,0,816,0
01-02-2023,Arunachal Pradesh,4-Wheelers,0,840,0
01-02-2023,Ladakh,2-Wheelers,0,5,0
01-02-2023,Ladakh,4-Wheelers,0,49,0
01-02-2023,Meghalaya,4-Wheelers,0,1002,0
01-02-2023,Mizoram,4-Wheelers,0,337,0
01-02-2023,Nagaland,2-Wheelers,0,375,0
01-02-2023,Nagaland,4-Wheelers,0,806,0
01-02-2023,Tripura,4-Wheelers,0,328,0
01-03-2023,Arunachal Pradesh,2-Wheelers,0,1131,0
01-03-2023,Arunachal Pradesh,4-Wheelers,0,1048,0
01-03-2023,Ladakh,2-Wheelers,0,30,0
01-03-2023,Ladakh,4-Wheelers,0,59,0
01-03-2023,Manipur,4-Wheelers,0,320,0
01-03-2023,Meghalaya,4-Wheelers,0,1369,0
01-03-2023,Mizoram,4-Wheelers,0,433,0
01-03-2023,Nagaland,2-Wheelers,0,693,0
01-03-2023,Nagaland,4-Wheelers,0,820,0
01-04-2023,Andaman & Nicobar Island,2-Wheelers,0,325,0
01-04-2023,Arunachal Pradesh,2-Wheelers,0,971,0
01-04-2023,Ladakh,2-Wheelers,0,43,0
01-04-2023,Ladakh,4-Wheelers,0,219,0
01-04-2023,Manipur,4-Wheelers,0,942,0
01-04-2023,Mizoram,4-Wheelers,0,336,0
01-04-2023,Nagaland,2-Wheelers,0,560,0
01-05-2023,Andaman & Nicobar Island,2-Wheelers,0,436,0
01-05-2023,Andaman & Nicobar Island,4-Wheelers,0,150,0
01-05-2023,Arunachal Pradesh,4-Wheelers,0,1132,0
01-05-2023,Ladakh,4-Wheelers,0,364,0
01-05-2023,Mizoram,4-Wheelers,0,382,0
01-05-2023,Nagaland,2-Wheelers,0,610,0
01-05-2023,Nagaland,4-Wheelers,0,796,0
01-06-2023,Andaman & Nicobar Island,2-Wheelers,0,373,0
01-06-2023,Arunachal Pradesh,2-Wheelers,0,1141,0
01-06-2023,Arunachal Pradesh,4-Wheelers,0,1089,0
01-06-2023,Ladakh,4-Wheelers,0,304,0
01-06-2023,Manipur,4-Wheelers,0,220,0
01-06-2023,Mizoram,4-Wheelers,0,383,0
01-06-2023,Nagaland,2-Wheelers,0,650,0
01-06-2023,Nagaland,4-Wheelers,0,620,0
01-07-2023,Andaman & Nicobar Island,2-Wheelers,0,424,0
01-07-2023,Arunachal Pradesh,2-Wheelers,0,1315,0
01-07-2023,Ladakh,4-Wheelers,0,301,0
01-07-2023,Mizoram,4-Wheelers,0,439,0
01-08-2023,Andaman & Nicobar Island,2-Wheelers,0,477,0
01-08-2023,Arunachal Pradesh,2-Wheelers,0,1292,0
01-08-2023,Ladakh,2-Wheelers,0,63,0
01-08-2023,Ladakh,4-Wheelers,0,278,0
01-08-2023,Mizoram,4-Wheelers,0,410,0
01-08-2023,Nagaland,2-Wheelers,0,592,0
01-08-2023,Nagaland,4-Wheelers,0,760,0
01-09-2023,Andaman & Nicobar Island,2-Wheelers,0,379,0
01-09-2023,Arunachal Pradesh,2-Wheelers,0,1274,0
01-09-2023,Ladakh,2-Wheelers,0,40,0
01-09-2023,Ladakh,4-Wheelers,0,211,0
01-09-2023,Manipur,2-Wheelers,0,426,0
01-09-2023,Manipur,4-Wheelers,0,239,0
01-09-2023,Mizoram,4-Wheelers,0,415,0
01-09-2023,Nagaland,4-Wheelers,0,654,0
01-10-2023,Arunachal Pradesh,2-Wheelers,0,1281,0
01-10-2023,Ladakh,2-Wheelers,0,33,0
01-10-2023,Ladakh,4-Wheelers,0,187,0
01-10-2023,Mizoram,4-Wheelers,0,453,0
01-10-2023,Nagaland,2-Wheelers,0,471,0
01-10-2023,Nagaland,4-Wheelers,0,743,0
01-11-2023,Arunachal Pradesh,2-Wheelers,0,1458,0
01-11-2023,Ladakh,2-Wheelers,0,39,0
01-11-2023,Ladakh,4-Wheelers,0,166,0
01-11-2023,Mizoram,4-Wheelers,0,531,0
01-12-2023,Ladakh,2-Wheelers,0,7,0
01-12-2023,Ladakh,4-Wheelers,0,144,0
01-12-2023,Mizoram,4-Wheelers,0,568,0
01-12-2023,Nagaland,2-Wheelers,0,421,0
01-12-2023,Nagaland,4-Wheelers,0,562,0
01-01-2024,Arunachal Pradesh,2-Wheelers,0,995,0
01-01-2024,Nagaland,2-Wheelers,0,505,0
01-01-2024,Ladakh,4-Wheelers,0,141,0
01-01-2024,Andaman & Nicobar,4-Wheelers,0,177,0
01-01-2024,Nagaland,4-Wheelers,0,877,0
01-02-2024,Arunachal Pradesh,2-Wheelers,0,1117,0
01-02-2024,Nagaland,2-Wheelers,0,763,0
01-02-2024,Ladakh,2-Wheelers,0,4,0
01-02-2024,Mizoram,4-Wheelers,0,494,0
01-02-2024,Ladakh,4-Wheelers,0,47,0
01-03-2024,Arunachal Pradesh,2-Wheelers,0,1259,0
01-03-2024,Ladakh,2-Wheelers,0,11,0
01-03-2024,Mizoram,4-Wheelers,0,463,0
01-03-2024,Nagaland,4-Wheelers,0,1336,0
01-03-2024,Ladakh,4-Wheelers,0,81,0
